,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,0,,2021-02-04T16:24:23-08,gray3,2021-02-05T00:24:23.637Z,Begin,2021-02-04 16:24:23 (PST),,,,,,,,
1,1,0,,2021-02-04T16:24:23-08,green1,2021-02-05T00:24:23.677Z,View assessment overview,2021-02-04 16:24:23 (PST),,,,,,,,
2,2,0,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1qtibnf'}",2021-02-04T16:24:39-08,gray1,2021-02-05T00:24:39.178Z,New variant,2021-02-04 16:24:39 (PST),249200.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,170332.0,1.0
3,3,0,,2021-02-04T16:24:39-08,green3,2021-02-05T00:24:39.244Z,View variant,2021-02-04 16:24:39 (PST),249200.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,170332.0,1.0
4,4,0,"{'correct': True, 'submitted_answer': {}}",2021-02-04T16:25:24-08,blue3,2021-02-05T00:25:24.009Z,Submission,2021-02-04 16:25:24 (PST),249200.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,307537.0,170332.0,1.0
5,5,0,,2021-02-04T16:25:24-08,green3,2021-02-05T00:25:24.114Z,View variant,2021-02-04 16:25:24 (PST),249200.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,170332.0,1.0
6,6,0,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': 'lyh1vq'}",2021-02-04T16:25:33-08,gray1,2021-02-05T00:25:33.955Z,New variant,2021-02-04 16:25:33 (PST),249201.0,2.0,PLEDGE,1046.0,2.0,,170333.0,1.0
7,7,0,,2021-02-04T16:25:34-08,green3,2021-02-05T00:25:34.020Z,View variant,2021-02-04 16:25:34 (PST),249201.0,2.0,PLEDGE,1046.0,2.0,,170333.0,1.0
8,8,0,"{'correct': True, 'submitted_answer': {'pledge': 'Ceasar Chavez'}}",2021-02-04T16:26:01-08,blue3,2021-02-05T00:26:01.824Z,Submission,2021-02-04 16:26:01 (PST),249201.0,2.0,PLEDGE,1046.0,2.0,307538.0,170333.0,1.0
9,9,0,,2021-02-04T16:26:01-08,green3,2021-02-05T00:26:01.936Z,View variant,2021-02-04 16:26:01 (PST),249201.0,2.0,PLEDGE,1046.0,2.0,,170333.0,1.0
10,10,0,"{'params': {'0': [{'key': 'a', 'html': 'easy or hard'}, {'key': 'b', 'html': 'True and False (select this one)'}, {'key': 'c', 'html': 'this and that'}, {'key': 'd', 'html': 'foo and bar'}, {'key': 'e', 'html': 'no and yes'}]}, 'options': {}, 'true_answer': {'0': {'key': 'b', 'html': 'True and False (select this one)'}}, 'variant_seed': '9aajvc'}",2021-02-04T16:26:04-08,gray1,2021-02-05T00:26:04.987Z,New variant,2021-02-04 16:26:04 (PST),249202.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,,170334.0,1.0
11,11,0,,2021-02-04T16:26:05-08,green3,2021-02-05T00:26:05.046Z,View variant,2021-02-04 16:26:05 (PST),249202.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,,170334.0,1.0
12,12,0,"{'correct': True, 'submitted_answer': {'0': 'b'}}",2021-02-04T16:26:13-08,blue3,2021-02-05T00:26:13.186Z,Submission,2021-02-04 16:26:13 (PST),249202.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,307539.0,170334.0,1.0
13,13,0,,2021-02-04T16:26:13-08,green3,2021-02-05T00:26:13.293Z,View variant,2021-02-04 16:26:13 (PST),249202.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,,170334.0,1.0
14,14,0,"{'params': {'0': [{'key': 'a', 'html': 'Correct'}, {'key': 'b', 'html': 'Incorrect'}, {'key': 'c', 'html': 'Correct'}, {'key': 'd', 'html': 'Correct'}, {'key': 'e', 'html': 'Incorrect'}]}, 'options': {}, 'true_answer': {'0': [{'key': 'a', 'html': 'Correct'}, {'key': 'c', 'html': 'Correct'}, {'key': 'd', 'html': 'Correct'}]}, 'variant_seed': '1thgjr8'}",2021-02-04T16:26:16-08,gray1,2021-02-05T00:26:16.476Z,New variant,2021-02-04 16:26:16 (PST),249203.0,4.0,PL-demo/demo-checkbox,1048.0,4.0,,170335.0,1.0
15,15,0,,2021-02-04T16:26:16-08,green3,2021-02-05T00:26:16.538Z,View variant,2021-02-04 16:26:16 (PST),249203.0,4.0,PL-demo/demo-checkbox,1048.0,4.0,,170335.0,1.0
16,16,0,"{'correct': True, 'submitted_answer': {'0': ['a', 'c', 'd']}}",2021-02-04T16:26:22-08,blue3,2021-02-05T00:26:22.632Z,Submission,2021-02-04 16:26:22 (PST),249203.0,4.0,PL-demo/demo-checkbox,1048.0,4.0,307540.0,170335.0,1.0
17,17,0,,2021-02-04T16:26:22-08,green3,2021-02-05T00:26:22.735Z,View variant,2021-02-04 16:26:22 (PST),249203.0,4.0,PL-demo/demo-checkbox,1048.0,4.0,,170335.0,1.0
18,18,0,"{'params': {}, 'options': {}, 'true_answer': {'ok': 'ok'}, 'variant_seed': '14kxvpa'}",2021-02-04T16:26:26-08,gray1,2021-02-05T00:26:26.056Z,New variant,2021-02-04 16:26:26 (PST),249204.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,,170336.0,1.0
19,19,0,,2021-02-04T16:26:26-08,green3,2021-02-05T00:26:26.106Z,View variant,2021-02-04 16:26:26 (PST),249204.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,,170336.0,1.0
20,20,0,"{'correct': True, 'submitted_answer': {'ok': 'ok'}}",2021-02-04T16:26:32-08,blue3,2021-02-05T00:26:32.603Z,Submission,2021-02-04 16:26:32 (PST),249204.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,307541.0,170336.0,1.0
21,21,0,,2021-02-04T16:26:32-08,green3,2021-02-05T00:26:32.702Z,View variant,2021-02-04 16:26:32 (PST),249204.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,,170336.0,1.0
22,22,0,,2021-02-04T16:26:36-08,green1,2021-02-05T00:26:36.175Z,View assessment overview,2021-02-04 16:26:36 (PST),,,,,,,,
23,23,0,"{'points': 0, 'correct': True, 'max_points': 0, 'score_perc': 0}",2021-02-04T16:26:47-08,brown1,2021-02-05T00:26:47.453Z,Score question,2021-02-04 16:26:47 (PST),249200.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,170332.0,1.0
24,24,0,"{'points': 0, 'correct': True, 'max_points': 0, 'score_perc': 0}",2021-02-04T16:26:47-08,brown1,2021-02-05T00:26:47.453Z,Score question,2021-02-04 16:26:47 (PST),249201.0,2.0,PLEDGE,1046.0,2.0,,170333.0,1.0
25,25,0,"{'points': 1, 'correct': True, 'max_points': 1, 'score_perc': 100}",2021-02-04T16:26:47-08,brown1,2021-02-05T00:26:47.453Z,Score question,2021-02-04 16:26:47 (PST),249202.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,,170334.0,1.0
26,26,0,"{'points': 1, 'correct': True, 'max_points': 1, 'score_perc': 100}",2021-02-04T16:26:47-08,brown1,2021-02-05T00:26:47.453Z,Score question,2021-02-04 16:26:47 (PST),249203.0,4.0,PL-demo/demo-checkbox,1048.0,4.0,,170335.0,1.0
27,27,0,"{'points': 1, 'correct': True, 'max_points': 1, 'score_perc': 100}",2021-02-04T16:26:47-08,brown1,2021-02-05T00:26:47.453Z,Score question,2021-02-04 16:26:47 (PST),249204.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,,170336.0,1.0
28,28,0,"{'points': 0, 'max_points': 3, 'score_perc': 0}",2021-02-04T16:26:47-08,brown3,2021-02-05T00:26:47.453Z,Score assessment,2021-02-04 16:26:47 (PST),,,,,,,,
29,29,0,"{'points': 0, 'max_points': 3, 'score_perc': 0}",2021-02-04T16:26:47-08,brown3,2021-02-05T00:26:47.453Z,Score assessment,2021-02-04 16:26:47 (PST),,,,,,,,
30,30,0,"{'points': 1, 'max_points': 3, 'score_perc': 33.3333333333333}",2021-02-04T16:26:47-08,brown3,2021-02-05T00:26:47.453Z,Score assessment,2021-02-04 16:26:47 (PST),,,,,,,,
31,31,0,"{'points': 2, 'max_points': 3, 'score_perc': 66.6666666666667}",2021-02-04T16:26:47-08,brown3,2021-02-05T00:26:47.453Z,Score assessment,2021-02-04 16:26:47 (PST),,,,,,,,
32,32,0,"{'points': 3, 'max_points': 3, 'score_perc': 100}",2021-02-04T16:26:47-08,brown3,2021-02-05T00:26:47.453Z,Score assessment,2021-02-04 16:26:47 (PST),,,,,,,,
33,33,0,,2021-02-04T16:26:47-08,gray3,2021-02-05T00:26:47.453Z,Close,2021-02-04 16:26:47 (PST),,,,,,,,
34,34,0,,2021-02-04T16:26:47-08,green1,2021-02-05T00:26:47.602Z,View assessment overview,2021-02-04 16:26:47 (PST),,,,,,,,
35,35,0,,2021-02-04T16:26:53-08,green1,2021-02-05T00:26:53.635Z,View assessment overview,2021-02-04 16:26:53 (PST),,,,,,,,
