,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,13,,2021-02-06T18:55:40-08,gray3,2021-02-07T02:55:40.752Z,Begin,2021-02-06 18:55:40 (PST),,,,,,,,
1,1,13,,2021-02-06T18:55:40-08,green1,2021-02-07T02:55:40.790Z,View assessment overview,2021-02-06 18:55:40 (PST),,,,,,,,
2,2,13,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': 'ccie4s'}",2021-02-06T18:55:56-08,gray1,2021-02-07T02:55:56.333Z,New variant,2021-02-06 18:55:56 (PST),251587.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,171897.0,1.0
3,3,13,,2021-02-06T18:55:56-08,green3,2021-02-07T02:55:56.381Z,View variant,2021-02-06 18:55:56 (PST),251587.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,171897.0,1.0
4,4,13,"{'correct': True, 'submitted_answer': {}}",2021-02-06T18:56:12-08,blue3,2021-02-07T02:56:12.736Z,Submission,2021-02-06 18:56:12 (PST),251587.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,310170.0,171897.0,1.0
5,5,13,,2021-02-06T18:56:12-08,green3,2021-02-07T02:56:12.816Z,View variant,2021-02-06 18:56:12 (PST),251587.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,171897.0,1.0
6,6,13,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1jojfbr'}",2021-02-06T18:56:16-08,gray1,2021-02-07T02:56:16.380Z,New variant,2021-02-06 18:56:16 (PST),251588.0,2.0,PLEDGE,1046.0,2.0,,171898.0,1.0
7,7,13,,2021-02-06T18:56:16-08,green3,2021-02-07T02:56:16.417Z,View variant,2021-02-06 18:56:16 (PST),251588.0,2.0,PLEDGE,1046.0,2.0,,171898.0,1.0
8,8,13,"{'correct': True, 'submitted_answer': {'pledge': 'Oliver Orduna '}}",2021-02-06T18:56:26-08,blue3,2021-02-07T02:56:26.183Z,Submission,2021-02-06 18:56:26 (PST),251588.0,2.0,PLEDGE,1046.0,2.0,310171.0,171898.0,1.0
9,9,13,,2021-02-06T18:56:26-08,green3,2021-02-07T02:56:26.279Z,View variant,2021-02-06 18:56:26 (PST),251588.0,2.0,PLEDGE,1046.0,2.0,,171898.0,1.0
10,10,13,"{'params': {'0': [{'key': 'a', 'html': 'this and that'}, {'key': 'b', 'html': 'today or tomorrow'}, {'key': 'c', 'html': 'True and False (select this one)'}, {'key': 'd', 'html': 'easy or hard'}, {'key': 'e', 'html': 'up and down'}]}, 'options': {}, 'true_answer': {'0': {'key': 'c', 'html': 'True and False (select this one)'}}, 'variant_seed': '19srm2q'}",2021-02-06T18:56:29-08,gray1,2021-02-07T02:56:29.220Z,New variant,2021-02-06 18:56:29 (PST),251589.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,,171900.0,1.0
11,11,13,,2021-02-06T18:56:29-08,green3,2021-02-07T02:56:29.263Z,View variant,2021-02-06 18:56:29 (PST),251589.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,,171900.0,1.0
