,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,19,,2021-02-06T21:59:11-08,gray3,2021-02-07T05:59:11.327Z,Begin,2021-02-06 21:59:11 (PST),,,,,,,,
1,1,19,,2021-02-06T21:59:11-08,green1,2021-02-07T05:59:11.380Z,View assessment overview,2021-02-06 21:59:11 (PST),,,,,,,,
2,2,19,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '14l0t6u'}",2021-02-06T21:59:18-08,gray1,2021-02-07T05:59:18.212Z,New variant,2021-02-06 21:59:18 (PST),252206.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,172348.0,1.0
3,3,19,,2021-02-06T21:59:18-08,green3,2021-02-07T05:59:18.259Z,View variant,2021-02-06 21:59:18 (PST),252206.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,172348.0,1.0
4,4,19,"{'correct': True, 'submitted_answer': {}}",2021-02-06T22:00:54-08,blue3,2021-02-07T06:00:54.197Z,Submission,2021-02-06 22:00:54 (PST),252206.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,310912.0,172348.0,1.0
5,5,19,,2021-02-06T22:00:54-08,green3,2021-02-07T06:00:54.302Z,View variant,2021-02-06 22:00:54 (PST),252206.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,172348.0,1.0
6,6,19,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1cx0gx3'}",2021-02-06T22:01:00-08,gray1,2021-02-07T06:01:00.464Z,New variant,2021-02-06 22:01:00 (PST),252207.0,2.0,PLEDGE,1046.0,2.0,,172353.0,1.0
7,7,19,,2021-02-06T22:01:00-08,green3,2021-02-07T06:01:00.502Z,View variant,2021-02-06 22:01:00 (PST),252207.0,2.0,PLEDGE,1046.0,2.0,,172353.0,1.0
8,8,19,"{'correct': None, 'submitted_answer': {'pledge': None}}",2021-02-06T22:01:31-08,blue3,2021-02-07T06:01:31.438Z,Submission,2021-02-06 22:01:31 (PST),252207.0,2.0,PLEDGE,1046.0,2.0,310916.0,172353.0,1.0
9,9,19,,2021-02-06T22:01:31-08,green3,2021-02-07T06:01:31.525Z,View variant,2021-02-06 22:01:31 (PST),252207.0,2.0,PLEDGE,1046.0,2.0,,172353.0,1.0
