,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,22,,2021-02-04T19:21:16-08,gray3,2021-02-05T03:21:16.924Z,Begin,2021-02-04 19:21:16 (PST),,,,,,,,
1,1,22,,2021-02-04T19:21:16-08,green1,2021-02-05T03:21:16.959Z,View assessment overview,2021-02-04 19:21:16 (PST),,,,,,,,
2,2,22,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1t4lw1c'}",2021-02-04T19:21:19-08,gray1,2021-02-05T03:21:19.825Z,New variant,2021-02-04 19:21:19 (PST),249329.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,170446.0,1.0
3,3,22,,2021-02-04T19:21:19-08,green3,2021-02-05T03:21:19.895Z,View variant,2021-02-04 19:21:19 (PST),249329.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,170446.0,1.0
4,4,22,"{'correct': True, 'submitted_answer': {}}",2021-02-04T19:22:31-08,blue3,2021-02-05T03:22:31.758Z,Submission,2021-02-04 19:22:31 (PST),249329.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,307742.0,170446.0,1.0
5,5,22,,2021-02-04T19:22:31-08,green3,2021-02-05T03:22:31.850Z,View variant,2021-02-04 19:22:31 (PST),249329.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,170446.0,1.0
6,6,22,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': 'xnfmfi'}",2021-02-04T19:22:36-08,gray1,2021-02-05T03:22:36.921Z,New variant,2021-02-04 19:22:36 (PST),249330.0,2.0,PLEDGE,1046.0,2.0,,170450.0,1.0
7,7,22,,2021-02-04T19:22:36-08,green3,2021-02-05T03:22:36.990Z,View variant,2021-02-04 19:22:36 (PST),249330.0,2.0,PLEDGE,1046.0,2.0,,170450.0,1.0
8,8,22,"{'correct': True, 'submitted_answer': {'pledge': 'Amy Alyssa Castillo'}}",2021-02-04T19:23:07-08,blue3,2021-02-05T03:23:07.518Z,Submission,2021-02-04 19:23:07 (PST),249330.0,2.0,PLEDGE,1046.0,2.0,307743.0,170450.0,1.0
9,9,22,,2021-02-04T19:23:07-08,green3,2021-02-05T03:23:07.631Z,View variant,2021-02-04 19:23:07 (PST),249330.0,2.0,PLEDGE,1046.0,2.0,,170450.0,1.0
10,10,22,"{'params': {'0': [{'key': 'a', 'html': 'past and future'}, {'key': 'b', 'html': 'True and False (select this one)'}, {'key': 'c', 'html': 'up and down'}, {'key': 'd', 'html': 'this and that'}, {'key': 'e', 'html': 'no and yes'}]}, 'options': {}, 'true_answer': {'0': {'key': 'b', 'html': 'True and False (select this one)'}}, 'variant_seed': '1d06n5f'}",2021-02-04T19:23:08-08,gray1,2021-02-05T03:23:08.606Z,New variant,2021-02-04 19:23:08 (PST),249331.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,,170451.0,1.0
11,11,22,,2021-02-04T19:23:08-08,green3,2021-02-05T03:23:08.677Z,View variant,2021-02-04 19:23:08 (PST),249331.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,,170451.0,1.0
12,12,22,"{'correct': True, 'submitted_answer': {'0': 'b'}}",2021-02-04T19:23:19-08,blue3,2021-02-05T03:23:19.167Z,Submission,2021-02-04 19:23:19 (PST),249331.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,307744.0,170451.0,1.0
13,13,22,,2021-02-04T19:23:19-08,green3,2021-02-05T03:23:19.260Z,View variant,2021-02-04 19:23:19 (PST),249331.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,,170451.0,1.0
14,14,22,"{'params': {'0': [{'key': 'a', 'html': 'Correct'}, {'key': 'b', 'html': 'Correct'}, {'key': 'c', 'html': 'Correct'}, {'key': 'd', 'html': 'Correct'}, {'key': 'e', 'html': 'Incorrect'}]}, 'options': {}, 'true_answer': {'0': [{'key': 'a', 'html': 'Correct'}, {'key': 'b', 'html': 'Correct'}, {'key': 'c', 'html': 'Correct'}, {'key': 'd', 'html': 'Correct'}]}, 'variant_seed': '1g5zg17'}",2021-02-04T19:23:20-08,gray1,2021-02-05T03:23:20.622Z,New variant,2021-02-04 19:23:20 (PST),249332.0,4.0,PL-demo/demo-checkbox,1048.0,4.0,,170452.0,1.0
15,15,22,,2021-02-04T19:23:20-08,green3,2021-02-05T03:23:20.681Z,View variant,2021-02-04 19:23:20 (PST),249332.0,4.0,PL-demo/demo-checkbox,1048.0,4.0,,170452.0,1.0
16,16,22,"{'correct': True, 'submitted_answer': {'0': ['a', 'b', 'c', 'd']}}",2021-02-04T19:23:26-08,blue3,2021-02-05T03:23:26.235Z,Submission,2021-02-04 19:23:26 (PST),249332.0,4.0,PL-demo/demo-checkbox,1048.0,4.0,307745.0,170452.0,1.0
17,17,22,,2021-02-04T19:23:26-08,green3,2021-02-05T03:23:26.329Z,View variant,2021-02-04 19:23:26 (PST),249332.0,4.0,PL-demo/demo-checkbox,1048.0,4.0,,170452.0,1.0
18,18,22,"{'params': {}, 'options': {}, 'true_answer': {'ok': 'ok'}, 'variant_seed': '1kf8yhb'}",2021-02-04T19:23:28-08,gray1,2021-02-05T03:23:28.165Z,New variant,2021-02-04 19:23:28 (PST),249333.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,,170453.0,1.0
19,19,22,,2021-02-04T19:23:28-08,green3,2021-02-05T03:23:28.230Z,View variant,2021-02-04 19:23:28 (PST),249333.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,,170453.0,1.0
20,20,22,"{'correct': True, 'submitted_answer': {'ok': 'ok'}}",2021-02-04T19:23:33-08,blue3,2021-02-05T03:23:33.914Z,Submission,2021-02-04 19:23:33 (PST),249333.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,307746.0,170453.0,1.0
