,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,2,,2021-02-05T20:08:36-08,gray3,2021-02-06T04:08:36.608Z,Begin,2021-02-05 20:08:36 (PST),,,,,,,,
1,1,2,,2021-02-05T20:08:36-08,green1,2021-02-06T04:08:36.872Z,View assessment overview,2021-02-05 20:08:36 (PST),,,,,,,,
2,2,2,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '642ib4'}",2021-02-05T20:08:44-08,gray1,2021-02-06T04:08:44.150Z,New variant,2021-02-05 20:08:44 (PST),250048.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,170864.0,1.0
3,3,2,,2021-02-05T20:08:44-08,green3,2021-02-06T04:08:44.217Z,View variant,2021-02-05 20:08:44 (PST),250048.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,170864.0,1.0
4,4,2,"{'correct': True, 'submitted_answer': {}}",2021-02-05T20:09:25-08,blue3,2021-02-06T04:09:25.211Z,Submission,2021-02-05 20:09:25 (PST),250048.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,308497.0,170864.0,1.0
5,5,2,,2021-02-05T20:09:25-08,green3,2021-02-06T04:09:25.714Z,View variant,2021-02-05 20:09:25 (PST),250048.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,170864.0,1.0
6,6,2,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '1w83itk'}",2021-02-05T20:09:31-08,gray1,2021-02-06T04:09:31.350Z,New variant,2021-02-05 20:09:31 (PST),250049.0,2.0,PLEDGE,1046.0,2.0,,170865.0,1.0
7,7,2,,2021-02-05T20:09:31-08,green3,2021-02-06T04:09:31.409Z,View variant,2021-02-05 20:09:31 (PST),250049.0,2.0,PLEDGE,1046.0,2.0,,170865.0,1.0
8,8,2,"{'correct': True, 'submitted_answer': {'pledge': 'Yuchen Shi'}}",2021-02-05T20:10:12-08,blue3,2021-02-06T04:10:12.047Z,Submission,2021-02-05 20:10:12 (PST),250049.0,2.0,PLEDGE,1046.0,2.0,308499.0,170865.0,1.0
9,9,2,,2021-02-05T20:10:12-08,green3,2021-02-06T04:10:12.373Z,View variant,2021-02-05 20:10:12 (PST),250049.0,2.0,PLEDGE,1046.0,2.0,,170865.0,1.0
10,10,2,"{'params': {'0': [{'key': 'a', 'html': 'True and False (select this one)'}, {'key': 'b', 'html': 'foo and bar'}, {'key': 'c', 'html': 'up and down'}, {'key': 'd', 'html': 'past and future'}, {'key': 'e', 'html': 'today or tomorrow'}]}, 'options': {}, 'true_answer': {'0': {'key': 'a', 'html': 'True and False (select this one)'}}, 'variant_seed': 'luj7n'}",2021-02-05T20:10:23-08,gray1,2021-02-06T04:10:23.596Z,New variant,2021-02-05 20:10:23 (PST),250050.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,,170867.0,1.0
