,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,6,,2021-02-04T00:47:21-08,gray3,2021-02-04T08:47:21.654Z,Begin,2021-02-04 00:47:21 (PST),,,,,,,,
1,1,6,,2021-02-04T00:47:21-08,green1,2021-02-04T08:47:21.842Z,View assessment overview,2021-02-04 00:47:21 (PST),,,,,,,,
2,2,6,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': 'vq08mr'}",2021-02-04T00:47:37-08,gray1,2021-02-04T08:47:37.826Z,New variant,2021-02-04 00:47:37 (PST),248569.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,170058.0,1.0
3,3,6,,2021-02-04T00:47:37-08,green3,2021-02-04T08:47:37.955Z,View variant,2021-02-04 00:47:37 (PST),248569.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,170058.0,1.0
4,4,6,"{'correct': None, 'submitted_answer': {}}",2021-02-04T00:48:27-08,blue3,2021-02-04T08:48:27.096Z,Submission,2021-02-04 00:48:27 (PST),248569.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,307171.0,170058.0,1.0
5,5,6,,2021-02-04T00:48:27-08,green3,2021-02-04T08:48:27.864Z,View variant,2021-02-04 00:48:27 (PST),248569.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,170058.0,1.0
6,6,6,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '12gu02c'}",2021-02-04T00:48:34-08,gray1,2021-02-04T08:48:34.703Z,New variant,2021-02-04 00:48:34 (PST),248570.0,2.0,PLEDGE,1046.0,2.0,,170059.0,1.0
7,7,6,,2021-02-04T00:48:34-08,green3,2021-02-04T08:48:34.783Z,View variant,2021-02-04 00:48:34 (PST),248570.0,2.0,PLEDGE,1046.0,2.0,,170059.0,1.0
8,8,6,"{'correct': None, 'submitted_answer': {'pledge': 'yoon jin lim'}}",2021-02-04T00:49:03-08,blue3,2021-02-04T08:49:03.633Z,Submission,2021-02-04 00:49:03 (PST),248570.0,2.0,PLEDGE,1046.0,2.0,307173.0,170059.0,1.0
9,9,6,,2021-02-04T00:49:03-08,green3,2021-02-04T08:49:03.878Z,View variant,2021-02-04 00:49:03 (PST),248570.0,2.0,PLEDGE,1046.0,2.0,,170059.0,1.0
10,10,6,"{'params': {'0': [{'key': 'a', 'html': 'no and yes'}, {'key': 'b', 'html': 'foo and bar'}, {'key': 'c', 'html': 'this and that'}, {'key': 'd', 'html': 'True and False (select this one)'}, {'key': 'e', 'html': 'up and down'}]}, 'options': {}, 'true_answer': {'0': {'key': 'd', 'html': 'True and False (select this one)'}}, 'variant_seed': '1bq6ze1'}",2021-02-04T00:49:06-08,gray1,2021-02-04T08:49:06.963Z,New variant,2021-02-04 00:49:06 (PST),248571.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,,170060.0,1.0
11,11,6,,2021-02-04T00:49:07-08,green3,2021-02-04T08:49:07.037Z,View variant,2021-02-04 00:49:07 (PST),248571.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,,170060.0,1.0
12,12,6,"{'correct': None, 'submitted_answer': {'0': 'd'}}",2021-02-04T00:49:16-08,blue3,2021-02-04T08:49:16.911Z,Submission,2021-02-04 00:49:16 (PST),248571.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,307174.0,170060.0,1.0
13,13,6,,2021-02-04T00:49:17-08,green3,2021-02-04T08:49:17.497Z,View variant,2021-02-04 00:49:17 (PST),248571.0,3.0,PL-demo/demo-multiple-choice,1049.0,3.0,,170060.0,1.0
14,14,6,"{'params': {'0': [{'key': 'a', 'html': 'Incorrect'}, {'key': 'b', 'html': 'Incorrect'}, {'key': 'c', 'html': 'Incorrect'}, {'key': 'd', 'html': 'Correct'}, {'key': 'e', 'html': 'Incorrect'}]}, 'options': {}, 'true_answer': {'0': [{'key': 'd', 'html': 'Correct'}]}, 'variant_seed': 'rulsp1'}",2021-02-04T00:49:22-08,gray1,2021-02-04T08:49:22.797Z,New variant,2021-02-04 00:49:22 (PST),248572.0,4.0,PL-demo/demo-checkbox,1048.0,4.0,,170061.0,1.0
15,15,6,,2021-02-04T00:49:22-08,green3,2021-02-04T08:49:22.861Z,View variant,2021-02-04 00:49:22 (PST),248572.0,4.0,PL-demo/demo-checkbox,1048.0,4.0,,170061.0,1.0
16,16,6,"{'correct': None, 'submitted_answer': {'0': 'd'}}",2021-02-04T00:49:29-08,blue3,2021-02-04T08:49:29.891Z,Submission,2021-02-04 00:49:29 (PST),248572.0,4.0,PL-demo/demo-checkbox,1048.0,4.0,307175.0,170061.0,1.0
17,17,6,,2021-02-04T00:49:30-08,green3,2021-02-04T08:49:30.137Z,View variant,2021-02-04 00:49:30 (PST),248572.0,4.0,PL-demo/demo-checkbox,1048.0,4.0,,170061.0,1.0
18,18,6,"{'params': {}, 'options': {}, 'true_answer': {'ok': 'ok'}, 'variant_seed': 'lmotu3'}",2021-02-04T00:49:32-08,gray1,2021-02-04T08:49:32.096Z,New variant,2021-02-04 00:49:32 (PST),248573.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,,170062.0,1.0
19,19,6,,2021-02-04T00:49:32-08,green3,2021-02-04T08:49:32.150Z,View variant,2021-02-04 00:49:32 (PST),248573.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,,170062.0,1.0
20,20,6,"{'correct': None, 'submitted_answer': {'ok': 'ok'}}",2021-02-04T00:49:39-08,blue3,2021-02-04T08:49:39.502Z,Submission,2021-02-04 00:49:39 (PST),248573.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,307176.0,170062.0,1.0
21,21,6,,2021-02-04T00:49:39-08,green3,2021-02-04T08:49:39.739Z,View variant,2021-02-04 00:49:39 (PST),248573.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,,170062.0,1.0
22,22,6,"{'correct': None, 'submitted_answer': {'ok': 'ok'}}",2021-02-04T00:49:46-08,blue3,2021-02-04T08:49:46.003Z,Submission,2021-02-04 00:49:46 (PST),248573.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,307177.0,170062.0,1.0
23,23,6,,2021-02-04T00:49:46-08,green3,2021-02-04T08:49:46.235Z,View variant,2021-02-04 00:49:46 (PST),248573.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,,170062.0,1.0
24,24,6,,2021-02-04T00:49:50-08,green1,2021-02-04T08:49:50.513Z,View assessment overview,2021-02-04 00:49:50 (PST),,,,,,,,
25,25,6,,2021-02-04T00:49:56-08,green3,2021-02-04T08:49:56.505Z,View variant,2021-02-04 00:49:56 (PST),248573.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,,170062.0,1.0
26,26,6,,2021-02-04T17:55:21-08,green1,2021-02-05T01:55:21.654Z,View assessment overview,2021-02-04 17:55:21 (PST),,,,,,,,
27,27,6,,2021-02-04T17:55:23-08,green3,2021-02-05T01:55:23.949Z,View variant,2021-02-04 17:55:23 (PST),248569.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,170058.0,1.0
28,28,6,,2021-02-04T17:55:31-08,green1,2021-02-05T01:55:31.886Z,View assessment overview,2021-02-04 17:55:31 (PST),,,,,,,,
29,29,6,,2021-02-04T17:55:34-08,green3,2021-02-05T01:55:34.404Z,View variant,2021-02-04 17:55:34 (PST),248573.0,5.0,PL-demo/demo-fill-in-blank,1051.0,5.0,,170062.0,1.0
30,30,6,,2021-02-04T17:55:35-08,green1,2021-02-05T01:55:35.558Z,View assessment overview,2021-02-04 17:55:35 (PST),,,,,,,,
