,Unnamed: 0,Random_Id,data,date_iso8601,event_color,event_date,event_name,formatted_date,instance_question_id,instructor_question_number,qid,question_id,student_question_number,submission_id,variant_id,variant_number
0,0,5,,2021-02-06T11:32:46-08,gray3,2021-02-06T19:32:46.845Z,Begin,2021-02-06 11:32:46 (PST),,,,,,,,
1,1,5,,2021-02-06T11:32:46-08,green1,2021-02-06T19:32:46.883Z,View assessment overview,2021-02-06 11:32:46 (PST),,,,,,,,
2,2,5,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': '174wbvm'}",2021-02-06T11:32:56-08,gray1,2021-02-06T19:32:56.079Z,New variant,2021-02-06 11:32:56 (PST),250559.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,171156.0,1.0
3,3,5,,2021-02-06T11:32:56-08,green3,2021-02-06T19:32:56.212Z,View variant,2021-02-06 11:32:56 (PST),250559.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,171156.0,1.0
4,4,5,"{'correct': True, 'submitted_answer': {}}",2021-02-06T11:33:38-08,blue3,2021-02-06T19:33:38.685Z,Submission,2021-02-06 11:33:38 (PST),250559.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,308937.0,171156.0,1.0
5,5,5,,2021-02-06T11:33:38-08,green3,2021-02-06T19:33:38.773Z,View variant,2021-02-06 11:33:38 (PST),250559.0,1.0,PL-demo/DIRECTIONS,1050.0,1.0,,171156.0,1.0
6,6,5,"{'params': {}, 'options': {}, 'true_answer': {}, 'variant_seed': 'jeen2b'}",2021-02-06T11:33:42-08,gray1,2021-02-06T19:33:42.488Z,New variant,2021-02-06 11:33:42 (PST),250560.0,2.0,PLEDGE,1046.0,2.0,,171158.0,1.0
7,7,5,,2021-02-06T11:33:42-08,green3,2021-02-06T19:33:42.540Z,View variant,2021-02-06 11:33:42 (PST),250560.0,2.0,PLEDGE,1046.0,2.0,,171158.0,1.0
8,8,5,"{'correct': True, 'submitted_answer': {'pledge': 'Mehul Gandhi'}}",2021-02-06T11:34:14-08,blue3,2021-02-06T19:34:14.949Z,Submission,2021-02-06 11:34:14 (PST),250560.0,2.0,PLEDGE,1046.0,2.0,308938.0,171158.0,1.0
9,9,5,,2021-02-06T11:34:15-08,green3,2021-02-06T19:34:15.039Z,View variant,2021-02-06 11:34:15 (PST),250560.0,2.0,PLEDGE,1046.0,2.0,,171158.0,1.0
